item_id,item_api_url,item_page_url,title,identifier,scan_number,printed_page,position_on_page,chapter,illustration_type,visual_typology,creators,subjects,characters,narrative_place,geographic_place,illustration_image_url,media_ids,canvas_label,canvas_id,page_iiif_image_service,page_full_image_url,x,y,w,h,match_score,match_method,iiif_region_url
229170,https://dlrc.ficlit.unibo.it/api/items/229170,https://dlrc.ficlit.unibo.it/s/lib/item/229170,Il viaggio di Renzo continua nel pieno del lazzeretto,Quarantana_0680_p.674_1,0680,674,1,Capitolo XXXV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Peste; Viaggio,Renzo Tramaglino,Lazzeretto di Porta Orientale a Milano,Milano,https://dlrc.ficlit.unibo.it/files/original/63defe400dded50db2838998edcf079104a46d1d.jpg,229675; 230179,Quarantana_0680_p.674.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p680,https://dlrc.ficlit.unibo.it/iiif/2/232725,https://dlrc.ficlit.unibo.it/iiif/2/232725/full/full/0/default.jpg,741,993,841,706,0.7869,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232725/741,993,841,706/full/0/default.jpg"
229171,https://dlrc.ficlit.unibo.it/api/items/229171,https://dlrc.ficlit.unibo.it/s/lib/item/229171,Fra Cristoforo porta in braccio due bambini strillanti in una scena che sembra un presepe laico,Quarantana_0683_p.677_1,0683,677,1,Capitolo XXXV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Loyseau",Religione; Carità,"Cristoforo, padre",Lazzeretto di Porta Orientale a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/e08cd69c124c714797ed1aa0698f512938fbea7b.jpg,229676; 230180,Quarantana_0683_p.677.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p683,https://dlrc.ficlit.unibo.it/iiif/2/232728,https://dlrc.ficlit.unibo.it/iiif/2/232728/full/full/0/default.jpg,184,757,816,713,0.7934,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232728/184,757,816,713/full/0/default.jpg"
229172,https://dlrc.ficlit.unibo.it/api/items/229172,https://dlrc.ficlit.unibo.it/s/lib/item/229172,Renzo incontra fra Cristofroro,Quarantana_0685_p.679_1,0685,679,1,Capitolo XXXV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Viaggio,"Renzo Tramaglino; Cristoforo, padre",Lazzeretto di Porta Orientale a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/4c37a50a478928aff3d647de49f5159c0cab9697.jpg,229677; 230181,Quarantana_0685_p.679.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p685,https://dlrc.ficlit.unibo.it/iiif/2/232730,https://dlrc.ficlit.unibo.it/iiif/2/232730/full/full/0/default.jpg,187,883,816,598,0.9377,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232730/187,883,816,598/full/0/default.jpg"
229173,https://dlrc.ficlit.unibo.it/api/items/229173,https://dlrc.ficlit.unibo.it/s/lib/item/229173,Fra Cristoforo indica a Renzo la chiesa dove si radunano i guariti dalla peste e dove potrebbe trovarsi Lucia,Quarantana_0688_p.682_1,0688,682,1,Capitolo XXXV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Viaggio; Peste,"Renzo Tramaglino; Cristoforo, padre",Lazzeretto di Porta Orientale a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/1413b75ab0723bc39d2f5c59c92b9f71a423108d.jpg,229678; 230182,Quarantana_0688_p.682.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p688,https://dlrc.ficlit.unibo.it/iiif/2/232733,https://dlrc.ficlit.unibo.it/iiif/2/232733/full/full/0/default.jpg,753,737,848,615,0.8212,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232733/753,737,848,615/full/0/default.jpg"
229174,https://dlrc.ficlit.unibo.it/api/items/229174,https://dlrc.ficlit.unibo.it/s/lib/item/229174,Fra Cristoforo adirato con Renzo che lo segue supplichevole,Quarantana_0690_p.684_1,0690,684,1,Capitolo XXXV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Bernard",Ira,"Renzo Tramaglino; Cristoforo, padre",Lazzeretto di Porta Orientale a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/4aa19a5ecc23a17d84c5c87a18ace49efb9d67ca.jpg,229679; 230183,Quarantana_0690_p.684.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p690,https://dlrc.ficlit.unibo.it/iiif/2/232735,https://dlrc.ficlit.unibo.it/iiif/2/232735/full/full/0/default.jpg,837,1006,692,545,0.9183,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232735/837,1006,692,545/full/0/default.jpg"
229175,https://dlrc.ficlit.unibo.it/api/items/229175,https://dlrc.ficlit.unibo.it/s/lib/item/229175,Fra Cristoforo conduce Renzo dentro una capanna del lazzeretto,Quarantana_0692_p.686_1,0692,686,1,Capitolo XXXV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Bernard",,"Renzo Tramaglino; Cristoforo, padre",Lazzeretto di Porta Orientale a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/833c1ed744e21f7b098f878fa855774181a78d8d.jpg,229680; 230184,Quarantana_0692_p.686.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p692,https://dlrc.ficlit.unibo.it/iiif/2/232737,https://dlrc.ficlit.unibo.it/iiif/2/232737/full/full/0/default.jpg,797,1083,713,535,0.9784,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232737/797,1083,713,535/full/0/default.jpg"
229176,https://dlrc.ficlit.unibo.it/api/items/229176,https://dlrc.ficlit.unibo.it/s/lib/item/229176,Fra Cristoforo mostra a Renzo don Rodrigo infermo,Quarantana_0693_p.687_1,0693,687,1,Capitolo XXXV,Altre illustrazioni,Scena con figure,"Boulanger, Louis",Morte; Perdono,"Renzo Tramaglino; Cristoforo, padre; Rodrigo, don",Lazzeretto di Porta Orientale a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/a17869988c98a1d2f47c947da6d7fbc7e8e39b46.jpg,229681; 230185,Quarantana_0693_p.687.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p693,https://dlrc.ficlit.unibo.it/iiif/2/232738,https://dlrc.ficlit.unibo.it/iiif/2/232738/full/full/0/default.jpg,110,708,1030,823,0.6955,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232738/110,708,1030,823/full/0/default.jpg"
229177,https://dlrc.ficlit.unibo.it/api/items/229177,https://dlrc.ficlit.unibo.it/s/lib/item/229177,Renzo e fra Cristoforo si separano,Quarantana_0694_p.688_1,0694,688,1,Capitolo XXXV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Viaggio,"Renzo Tramaglino; Cristoforo, padre",Lazzeretto di Porta Orientale a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/3a8366d2fab6b87abecae6d301ec003a7ae8a3fd.jpg,229682; 230186,Quarantana_0694_p.688.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p694,https://dlrc.ficlit.unibo.it/iiif/2/232739,https://dlrc.ficlit.unibo.it/iiif/2/232739/full/full/0/default.jpg,860,1261,622,565,0.8483,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232739/860,1261,622,565/full/0/default.jpg"
229178,https://dlrc.ficlit.unibo.it/api/items/229178,https://dlrc.ficlit.unibo.it/s/lib/item/229178,Renzo medita da solo nel lazzeretto,Quarantana_0695_p.689_1,0695,689,1,Capitolo XXXVI,Intestazione,Scena con figure,"Gonin, Francesco; Loyseau",Religione; Perdono,Renzo Tramaglino,Lazzeretto di Porta Orientale a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/278f9d81c2f2c326cca52c974654d88546baab9b.jpg,229683; 230187,Quarantana_0695_p.689.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p695,https://dlrc.ficlit.unibo.it/iiif/2/232740,https://dlrc.ficlit.unibo.it/iiif/2/232740/full/full/0/default.jpg,193,471,841,429,0.8441,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232740/193,471,841,429/full/0/default.jpg"
229179,https://dlrc.ficlit.unibo.it/api/items/229179,https://dlrc.ficlit.unibo.it/s/lib/item/229179,Don Rodrigo mentre giace morente ,Quarantana_0695_p.689_2,0695,689,2,Capitolo XXXVI,Capolettera,Scena con figure,"Gonin, Francesco",Peste; Morte,"Rodrigo, don",Lazzeretto di Porta Orientale a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/52506f3ea4c8c889b9f91d4356090dd04fc4d41d.jpg,229684; 230188,Quarantana_0695_p.689.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p695,https://dlrc.ficlit.unibo.it/iiif/2/232740,https://dlrc.ficlit.unibo.it/iiif/2/232740/full/full/0/default.jpg,190,1258,362,435,0.8652,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232740/190,1258,362,435/full/0/default.jpg"
229180,https://dlrc.ficlit.unibo.it/api/items/229180,https://dlrc.ficlit.unibo.it/s/lib/item/229180,Renzo vede padre Felice comparire nel portico della cappella ottagonale del lazzeretto,Quarantana_0696_p.690_1,0696,690,1,Capitolo XXXVI,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Religione; Peste,"Felice, padre; Renzo Tramaglino",Chiesa del lazzeretto a Milano,Milano,https://dlrc.ficlit.unibo.it/files/original/996f6a7065094239aa5a74182d991b3b6fc3f5cf.jpg,229685; 230189,Quarantana_0696_p.690.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p696,https://dlrc.ficlit.unibo.it/iiif/2/232741,https://dlrc.ficlit.unibo.it/iiif/2/232741/full/full/0/default.jpg,749,1049,848,803,0.8013,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232741/749,1049,848,803/full/0/default.jpg"
229181,https://dlrc.ficlit.unibo.it/api/items/229181,https://dlrc.ficlit.unibo.it/s/lib/item/229181,Renzo vede arrivare padre Felice,Quarantana_0699_p.693_1,0699,693,1,Capitolo XXXVI,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Religione; Peste,"Felice, padre; Renzo Tramaglino",Chiesa del lazzeretto a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/fc835857d13892c81698cdeb63e347e2b387e874.jpg,229686; 230190,Quarantana_0699_p.693.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p699,https://dlrc.ficlit.unibo.it/iiif/2/232744,https://dlrc.ficlit.unibo.it/iiif/2/232744/full/full/0/default.jpg,181,921,841,680,0.7714,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232744/181,921,841,680/full/0/default.jpg"
229182,https://dlrc.ficlit.unibo.it/api/items/229182,https://dlrc.ficlit.unibo.it/s/lib/item/229182,Renzo e Lucia si ritrovano,Quarantana_0702_p.696_1,0702,696,1,Capitolo XXXVI,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Amore; Passioni,Lucia Mondella; Renzo Tramaglino; Mercantessa vedova di Monza,Chiesa del lazzeretto a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/5c2c85fb43c8ad560fa1c140aac1afc6247e312c.jpg,229687; 230191,Quarantana_0702_p.696.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p702,https://dlrc.ficlit.unibo.it/iiif/2/232747,https://dlrc.ficlit.unibo.it/iiif/2/232747/full/full/0/default.jpg,750,839,848,667,0.9114,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232747/750,839,848,667/full/0/default.jpg"
229183,https://dlrc.ficlit.unibo.it/api/items/229183,https://dlrc.ficlit.unibo.it/s/lib/item/229183,Renzo e Lucia discutono del voto,Quarantana_0707_p.701_1,0707,701,1,Capitolo XXXVI,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Amore; Passioni; Religione,Lucia Mondella; Renzo Tramaglino; Mercantessa vedova di Monza,Chiesa del lazzeretto a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/f8fbf4243ec97cf7b5a4ada02dfc867a7a16793d.jpg,229688; 230192,Quarantana_0707_p.701.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p707,https://dlrc.ficlit.unibo.it/iiif/2/232752,https://dlrc.ficlit.unibo.it/iiif/2/232752/full/full/0/default.jpg,210,1076,816,577,0.8132,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232752/210,1076,816,577/full/0/default.jpg"
229184,https://dlrc.ficlit.unibo.it/api/items/229184,https://dlrc.ficlit.unibo.it/s/lib/item/229184,Lucia si lascia cadere a terra e piange con la testa poggiata al letto della mercantessa che la consola,Quarantana_0708_p.702_1,0708,702,1,Capitolo XXXVI,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Amicizia; Passioni,Lucia Mondella; Mercantessa vedova di Monza,Chiesa del lazzeretto a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/6ba6d6174db254505be64f651e5fce42756e11fc.jpg,229689; 230193,Quarantana_0708_p.702.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p708,https://dlrc.ficlit.unibo.it/iiif/2/232753,https://dlrc.ficlit.unibo.it/iiif/2/232753/full/full/0/default.jpg,799,621,786,533,0.8257,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232753/799,621,786,533/full/0/default.jpg"
229185,https://dlrc.ficlit.unibo.it/api/items/229185,https://dlrc.ficlit.unibo.it/s/lib/item/229185,Renzo trova fra Cristoforo che stava confortando un moribondo,Quarantana_0709_p.703_1,0709,703,1,Capitolo XXXVI,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Religione; Peste,"Renzo Tramaglino; Cristoforo, padre",Lazzeretto di Porta Orientale a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/917f887536b9322fa9215ec2fd1fe78f4590bb1c.jpg,229690; 230194,Quarantana_0709_p.703.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p709,https://dlrc.ficlit.unibo.it/iiif/2/232754,https://dlrc.ficlit.unibo.it/iiif/2/232754/full/full/0/default.jpg,212,1257,816,538,0.7868,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232754/212,1257,816,538/full/0/default.jpg"
229186,https://dlrc.ficlit.unibo.it/api/items/229186,https://dlrc.ficlit.unibo.it/s/lib/item/229186,Fra Cristoforo scioglie Lucia dal voto,Quarantana_0713_p.707_1,0713,707,1,Capitolo XXXVI,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Religione; Amore; Passioni,"Lucia Mondella; Renzo Tramaglino; Mercantessa vedova di Monza; Cristoforo, padre",Chiesa del lazzeretto a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/eede500b7a01ae2dd10e6d35eede907af89b1a85.jpg,229691; 230195,Quarantana_0713_p.707.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p713,https://dlrc.ficlit.unibo.it/iiif/2/232758,https://dlrc.ficlit.unibo.it/iiif/2/232758/full/full/0/default.jpg,203,604,841,641,0.8052,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232758/203,604,841,641/full/0/default.jpg"
229187,https://dlrc.ficlit.unibo.it/api/items/229187,https://dlrc.ficlit.unibo.it/s/lib/item/229187,"Fra Cristoforo dona a Renzo e Lucia il ""pane del perdono""",Quarantana_0714_p.708_1,0714,708,1,Capitolo XXXVI,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Religione; Amore; Perdono,"Lucia Mondella; Renzo Tramaglino; Cristoforo, padre",Chiesa del lazzeretto a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/0550365f4bebf1b765aea2b116e5e87963942568.jpg,229692; 230196,Quarantana_0714_p.708.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p714,https://dlrc.ficlit.unibo.it/iiif/2/232759,https://dlrc.ficlit.unibo.it/iiif/2/232759/full/full/0/default.jpg,820,944,666,470,0.8214,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232759/820,944,666,470/full/0/default.jpg"
229188,https://dlrc.ficlit.unibo.it/api/items/229188,https://dlrc.ficlit.unibo.it/s/lib/item/229188,Fra Cristoforo saluta Renzo,Quarantana_0716_p.710_1,0716,710,1,Capitolo XXXVI,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Religione,"Renzo Tramaglino; Cristoforo, padre",Chiesa del lazzeretto a Milano; Capanne del lazzeretto,Milano,https://dlrc.ficlit.unibo.it/files/original/02450b85edf44a84171972d494d444b6efdfbeab.jpg,229693; 230197,Quarantana_0716_p.710.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p716,https://dlrc.ficlit.unibo.it/iiif/2/232761,https://dlrc.ficlit.unibo.it/iiif/2/232761/full/full/0/default.jpg,792,1301,792,527,0.8933,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232761/792,1301,792,527/full/0/default.jpg"
229189,https://dlrc.ficlit.unibo.it/api/items/229189,https://dlrc.ficlit.unibo.it/s/lib/item/229189,Nave in tempesta,Quarantana_0717_p.711_1,0717,711,1,Capitolo XXXVII,Intestazione,Figura allegorica,"Gonin, Francesco",Storia; Viaggio,,,,https://dlrc.ficlit.unibo.it/files/original/d0dd7dc9fed83bf4cb76fb7de5af737e13d6c26d.jpg,229694; 230198,Quarantana_0717_p.711.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p717,https://dlrc.ficlit.unibo.it/iiif/2/232762,https://dlrc.ficlit.unibo.it/iiif/2/232762/full/full/0/default.jpg,199,452,816,313,0.6541,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232762/199,452,816,313/full/0/default.jpg"
229190,https://dlrc.ficlit.unibo.it/api/items/229190,https://dlrc.ficlit.unibo.it/s/lib/item/229190,Porta del lazzeretto,Quarantana_0717_p.711_2,0717,711,2,Capitolo XXXVII,Capolettera,Scena con figure,"[Moja, Federico]; Bernard",Peste,Renzo Tramaglino,,Milano,https://dlrc.ficlit.unibo.it/files/original/94c59272bd96437fff2f921ae4b7353c5fdf9e89.jpg,229695; 230199,Quarantana_0717_p.711.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p717,https://dlrc.ficlit.unibo.it/iiif/2/232762,https://dlrc.ficlit.unibo.it/iiif/2/232762/full/full/0/default.jpg,209,1124,415,482,0.7424,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232762/209,1124,415,482/full/0/default.jpg"
229191,https://dlrc.ficlit.unibo.it/api/items/229191,https://dlrc.ficlit.unibo.it/s/lib/item/229191,Renzo corre a cercare Agnese a Pasturo,Quarantana_0718_p.712_1,0718,712,1,Capitolo XXXVII,Altre illustrazioni,Scena con figure,"[Riccardi, Paolo]",Viaggio,Renzo Tramaglino,Lazzeretto di Porta Orientale a Milano,,https://dlrc.ficlit.unibo.it/files/original/4b39602958c34fccadde518a226ea6f41f2ef004.jpg,229696; 230200,Quarantana_0718_p.712.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p718,https://dlrc.ficlit.unibo.it/iiif/2/232763,https://dlrc.ficlit.unibo.it/iiif/2/232763/full/full/0/default.jpg,926,1140,508,576,0.8682,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232763/926,1140,508,576/full/0/default.jpg"
229192,https://dlrc.ficlit.unibo.it/api/items/229192,https://dlrc.ficlit.unibo.it/s/lib/item/229192,Renzo arriva a casa dell'amico ospite,Quarantana_0721_p.715_1,0721,715,1,Capitolo XXXVII,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Viaggio; Amicizia,Amico di Renzo del suo paese,,,https://dlrc.ficlit.unibo.it/files/original/bf2d21a6b9c04e067d1eb758423b2a9fb0c651f8.jpg,229697; 230201,Quarantana_0721_p.715.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p721,https://dlrc.ficlit.unibo.it/iiif/2/232766,https://dlrc.ficlit.unibo.it/iiif/2/232766/full/full/0/default.jpg,232,893,786,515,0.9001,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232766/232,893,786,515/full/0/default.jpg"
229193,https://dlrc.ficlit.unibo.it/api/items/229193,https://dlrc.ficlit.unibo.it/s/lib/item/229193,Renzo ritrova Agnese,Quarantana_0723_p.717_1,0723,717,1,Capitolo XXXVII,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Viaggio; Famiglia,"Renzo Tramaglino; Agnese, madre di Lucia",,Pasturo,https://dlrc.ficlit.unibo.it/files/original/6960c3b8468d386e56829f02de606682b5fa886a.jpg,229698; 230202,Quarantana_0723_p.717.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p723,https://dlrc.ficlit.unibo.it/iiif/2/232768,https://dlrc.ficlit.unibo.it/iiif/2/232768/full/full/0/default.jpg,206,1009,816,793,0.7103,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232768/206,1009,816,793/full/0/default.jpg"
229194,https://dlrc.ficlit.unibo.it/api/items/229194,https://dlrc.ficlit.unibo.it/s/lib/item/229194,Renzo incontra Bortolo,Quarantana_0725_p.719_1,0725,719,1,Capitolo XXXVII,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Viaggio; Famiglia; Amicizia,"Renzo Tramaglino; Castagneri, Bortolo",,Pasturo,https://dlrc.ficlit.unibo.it/files/original/66b0681fbab8d0829cc8c6cb3e5c8407b2d4a3f4.jpg,229699; 230203,Quarantana_0725_p.719.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p725,https://dlrc.ficlit.unibo.it/iiif/2/232770,https://dlrc.ficlit.unibo.it/iiif/2/232770/full/full/0/default.jpg,250,1135,713,539,0.7977,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232770/250,1135,713,539/full/0/default.jpg"
229195,https://dlrc.ficlit.unibo.it/api/items/229195,https://dlrc.ficlit.unibo.it/s/lib/item/229195,"Renzo nell'orto, sospende il lavoro per parlare con Agnese",Quarantana_0728_p.722_1,0728,722,1,Capitolo XXXVII,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Famiglia,"Renzo Tramaglino; Agnese, madre di Lucia",Paese di Renzo e Lucia,,https://dlrc.ficlit.unibo.it/files/original/0d81afb70ae5597c0ee9cc171b0d5c2d03b9bd88.jpg,229700; 230204,Quarantana_0728_p.722.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p728,https://dlrc.ficlit.unibo.it/iiif/2/232773,https://dlrc.ficlit.unibo.it/iiif/2/232773/full/full/0/default.jpg,756,701,848,675,0.8341,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232773/756,701,848,675/full/0/default.jpg"
229196,https://dlrc.ficlit.unibo.it/api/items/229196,https://dlrc.ficlit.unibo.it/s/lib/item/229196,La monaca di Monza in atto di devozione,Quarantana_0729_p.723_1,0729,723,1,Capitolo XXXVII,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Religione,Gertrude,,Milano,https://dlrc.ficlit.unibo.it/files/original/8031de2e7ba36de238858db5e65c8f4db5ab3dfd.jpg,229701; 230205,Quarantana_0729_p.723.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p729,https://dlrc.ficlit.unibo.it/iiif/2/232774,https://dlrc.ficlit.unibo.it/iiif/2/232774/full/full/0/default.jpg,226,1013,741,690,0.8958,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232774/226,1013,741,690/full/0/default.jpg"
229197,https://dlrc.ficlit.unibo.it/api/items/229197,https://dlrc.ficlit.unibo.it/s/lib/item/229197,Ritratto di don Ferrante in atto di argomentare,Quarantana_0732_p.726_1,0732,726,1,Capitolo XXXVII,Altre illustrazioni,Ritratto,"Gonin, Francesco",Cultura,"Ferrante, don",,,https://dlrc.ficlit.unibo.it/files/original/06a386894982987237664851d3d41854792af6f1.jpg,229702; 230206,Quarantana_0732_p.726.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p732,https://dlrc.ficlit.unibo.it/iiif/2/232777,https://dlrc.ficlit.unibo.it/iiif/2/232777/full/full/0/default.jpg,896,982,544,616,0.9732,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232777/896,982,544,616/full/0/default.jpg"
229198,https://dlrc.ficlit.unibo.it/api/items/229198,https://dlrc.ficlit.unibo.it/s/lib/item/229198,Genietto con torce,Quarantana_0733_p.727_1,0733,727,1,Capitolo XXXVIII,Intestazione,Figura allegorica,"Gonin, Francesco",Provvidenza; Religione,,,,https://dlrc.ficlit.unibo.it/files/original/fb0fa66f1739685f1d8a33d53c562f1172588477.jpg,229703; 230207,Quarantana_0733_p.727.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p733,https://dlrc.ficlit.unibo.it/iiif/2/232778,https://dlrc.ficlit.unibo.it/iiif/2/232778/full/full/0/default.jpg,202,452,841,340,0.6577,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232778/202,452,841,340/full/0/default.jpg"
229199,https://dlrc.ficlit.unibo.it/api/items/229199,https://dlrc.ficlit.unibo.it/s/lib/item/229199,Agnese di spalle alla finestra,Quarantana_0733_p.727_2,0733,727,2,Capitolo XXXVIII,Capolettera,Scena con figure,"[Riccardi, Paolo]",,"Agnese, madre di Lucia",Paese di Renzo e Lucia,,https://dlrc.ficlit.unibo.it/files/original/93080ce748ef2b45c2a806ef789620a5f69286da.jpg,229704; 230208,Quarantana_0733_p.727.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p733,https://dlrc.ficlit.unibo.it/iiif/2/232778,https://dlrc.ficlit.unibo.it/iiif/2/232778/full/full/0/default.jpg,205,1111,349,502,0.8472,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232778/205,1111,349,502/full/0/default.jpg"
229200,https://dlrc.ficlit.unibo.it/api/items/229200,https://dlrc.ficlit.unibo.it/s/lib/item/229200,Renzo incontra di nuovo Lucia al paese,Quarantana_0734_p.728_1,0734,728,1,Capitolo XXXVIII,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Amore,"Renzo Tramaglino; Lucia Mondella; Agnese, madre di Lucia; Mercantessa vedova di Monza",Paese di Renzo e Lucia,,https://dlrc.ficlit.unibo.it/files/original/18ed12aed2dc6d2202d9a42c7506444c4b9ce7fa.jpg,229705; 230209,Quarantana_0734_p.728.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p734,https://dlrc.ficlit.unibo.it/iiif/2/232779,https://dlrc.ficlit.unibo.it/iiif/2/232779/full/full/0/default.jpg,742,688,841,704,0.9358,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232779/742,688,841,704/full/0/default.jpg"
